respondent_state,investor_home_state,economic_sector,summary_of_dispute,amount_claimed_musd,year,"Primary - A - Agriculture, forestry and fishing",Primary - B - Mining and quarrying,Secondary - C - Manufacturing,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Tertiary - E - Water supply; sewerage, waste management and remediation activities",Tertiary - F - Construction,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Tertiary - H - Transportation and storage,Tertiary - I - Accommodation and food service activities,Tertiary - J - Information and communication,Tertiary - K - Financial and insurance activities,Tertiary - L - Real estate activities,"Tertiary - M - Professional, scientific and technical activities",Tertiary - N - Administrative and support service activities,Tertiary - O - Public administration and defence; compulsory social security,Tertiary - Q - Human health and social work activities,"Tertiary - R - Arts, entertainment and recreation",Tertiary - S - Other service activities
MKD,TUR,"Tertiary - D - Electricity, gas, steam and air conditioning supply",,,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DOM,FRA,"Tertiary - E - Water supply; sewerage, waste management and remediation activities",,,2021,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
GTM,COL,"Tertiary - D - Electricity, gas, steam and air conditioning supply;
Tertiary - F - Construction",,,2021,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
COL,CHE,Primary - B - Mining and quarrying,"Claims arising out of an order of Colombia’s constitutional court to suspend Cerrejón’s partial modification of Bruno creek, a water stream that passes through the La Puente mining project area.",,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EGY,DEU; FRA; ITA,Secondary - C - Manufacturing,,,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ECU,ESP,Secondary - C - Manufacturing,,,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLV,GBR,Tertiary - K - Financial and insurance activities,"Claims arising out of a decision of the Supreme Court of El Salvador ordering the claimant to pay damages of about USD 50 million to a local business from whom the claimant had sought to recover unpaid debt under loan agreements. According to the claimant, the Supreme Court wrongly awarded damages to the borrower and failed to enforce the loan agreements, despite lower court proceedings decided in the claimant’s favour.",,2021,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
PAN,USA; ESP,Tertiary - F - Construction,,,2021,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
TKM,TUR,Tertiary - F - Construction,,,2021,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CHL,COL,"Tertiary - F - Construction;
Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the Government’s decision to impose fines on ISA Interchile, the claimant’s local subsidiary, for alleged delays in the construction of the Cardones-Polpaico electricity transmission project.",,2021,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
ALB,AUT,"Tertiary - D - Electricity, gas, steam and air conditioning supply",,,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PER,USA,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"Claims arising out of the Government’s alleged seizure of the claimant’s properties and assets, including gold purchased by the claimant from local suppliers.",,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ROU,AUT,"Tertiary - D - Electricity, gas, steam and air conditioning supply",Claims arising out of certain changes to Romania’s incentive scheme for investments in the renewable energy sector.,,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EGY,KWT,Tertiary - H - Transportation and storage,Claims arising out of the Damietta Port Authority’s termination of a 40-year concession contract for a port project concluded with the DIPCO consortium in which the claimant holds a stake.,,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MEX,USA,Tertiary - J - Information and communication,Claims arising out of a local government’s interference with a concession held by Lusad for digital taximeters and the operation of a mobile taxi application in Mexico City.,,2021,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
VEN,ESP,Tertiary - K - Financial and insurance activities,,,2021,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
PER,ITA,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
VEN,DEU,Tertiary - H - Transportation and storage,"Claims arising out of the Government’s alleged failure to approve the claimant’s requests to convert its Bolivar-denominated returns into U.S. dollars for repatriation, resulting in the suspension of claimant’s operations in the country in 2016.",,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
HUN,GBR,"Tertiary - E - Water supply; sewerage, waste management and remediation activities",,,2021,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
DEU,IRL,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the Government’s regulatory measures regarding its wind energy regime, which allegedly affected the claimants’ wind energy projects, resulting in a loss to their investments.",,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UKR,SWE,Primary - B - Mining and quarrying,"Claims arising out of the Government’s imposition of a 70% subsoil use charge for the production of natural gas from depths of up to 5,000 meters, applying to enterprises established under joint activity agreements. According to the claimants, this led to the termination of the joint activity agreement for gas production in which the claimants and a local subsidiary held the majority interest.",,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UKR,NLD,"Tertiary - D - Electricity, gas, steam and air conditioning supply",Claims arising out of the Government’s reduction of feed-in tariffs for solar power.,,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHN,CHE,"Tertiary - R - Arts, entertainment and recreation",Claims arising out of a local government’s alleged refusal to authorize a jazz festival in Hainan province in 2014 that the claimant’s company had developed as an annual festival starting with an event in 2013.,,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TZA,CAN,Primary - B - Mining and quarrying,Claims arising out of the Government’s cancellation of the claimant’s retention licence for the Wigu Hill rare earth element project.,,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UZB,TUR,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
USA,UKR,Tertiary - L - Real estate activities,"Claims arising out of civil forfeiture proceedings commenced by the U.S. Department of Justice against the claimants’ commercial real estate properties in Dallas and Cleveland, in connection with the alleged violation of U.S. money laundering laws.",,2021,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
USA,UKR,Tertiary - L - Real estate activities,"Claims arising out of civil forfeiture proceedings commenced by the U.S. Department of Justice against the claimants’ commercial real estate in Cleveland, in connection with the alleged violation of U.S. money laundering laws.",,2021,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
BLR,LTU,"Tertiary - F - Construction;
Tertiary - I - Accommodation and food service activities",,,2021,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
SDN,MYS,Tertiary - L - Real estate activities,,,2021,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
